Experiment,Heterogeneity,Class,Class_Name,Image,Anchor_Count,Pair_Count,Mean_Pairwise_MSE,Mean_Pairwise_SSIM,Mean_Pairwise_Feature_Distance,Min_Pairwise_Feature_Distance,Max_Pairwise_Feature_Distance,Unique_Nearest_Real_Idx_Count,Leakage_Level
E1,IID,4,deer,5,5,10,0.010356019,0.760775435,0.357176743,0.190508023,0.504273415,1,high
E1,IID,4,deer,6,5,10,0.017863598,0.671952778,0.327787434,0.161178872,0.414769888,2,medium
E1,IID,4,deer,7,5,10,0.011621935,0.708993638,0.451174034,0.235155001,0.589513481,3,medium
E1,IID,4,deer,8,5,10,0.012184378,0.750860035,0.210338198,0.159449071,0.254773468,2,high
E1,IID,4,deer,9,5,10,0.028685847,0.532297423,0.354086664,0.188601226,0.495191216,3,medium
E1,IID,5,dog,0,5,10,0.007701486,0.747772676,0.338908708,0.210946813,0.44048354,1,high
E1,IID,5,dog,1,5,10,0.014462371,0.754317915,0.380263865,0.25475508,0.504496336,1,high
E1,IID,5,dog,2,5,10,0.01075967,0.757358509,0.311042637,0.156619668,0.457580894,1,high
E1,IID,5,dog,3,5,10,0.007765993,0.789307851,0.399502876,0.176487118,0.517666221,1,high
E1,IID,5,dog,4,5,10,0.008180426,0.797950333,0.336795875,0.224110469,0.413708419,1,high
E1,IID,5,dog,5,5,10,0.006187069,0.81862306,0.234546064,0.181646958,0.289946556,1,high
E1,IID,5,dog,6,5,10,0.005933755,0.8478589,0.230591518,0.166697487,0.29426071,1,high
E1,IID,5,dog,7,5,10,0.010856284,0.772994411,0.308431004,0.165683061,0.41081661,2,high
E1,IID,5,dog,8,5,10,0.006823468,0.767387432,0.387748064,0.248391494,0.5491575,1,high
E1,IID,5,dog,9,5,10,0.013132593,0.744310218,0.379023944,0.236573905,0.516075611,1,high
E1,IID,6,frog,0,5,10,0.023206671,0.537593368,0.476808454,0.218923315,0.690869212,1,medium
E1,IID,6,frog,1,5,10,0.013111295,0.698046887,0.261963911,0.188278407,0.316046715,1,medium
E1,IID,6,frog,2,5,10,0.009541105,0.757606596,0.224850804,0.146322206,0.276021093,2,high
E1,IID,6,frog,3,5,10,0.017370619,0.511669776,0.470030774,0.206343696,0.611624181,1,medium
E1,IID,6,frog,4,5,10,0.021435773,0.557454726,0.512669882,0.151357502,0.75977385,1,medium
E1,IID,6,frog,5,5,10,0.015466946,0.672736758,0.209864895,0.175539508,0.244674593,4,low
E1,IID,6,frog,6,5,10,0.016886449,0.648079693,0.399301831,0.180428073,0.635395169,1,medium
E1,IID,6,frog,7,5,10,0.011872823,0.728295732,0.271721002,0.190687984,0.429242641,1,high
E1,IID,6,frog,8,5,10,0.015107683,0.663536048,0.284521593,0.229564071,0.389902651,1,medium
E1,IID,6,frog,9,5,10,0.011400726,0.71936782,0.290847905,0.192741543,0.403548926,1,high
E1,IID,7,horse,0,5,10,0.008070826,0.85086273,0.239302357,0.162205264,0.28487879,1,high
E1,IID,7,horse,1,5,10,0.007852193,0.809297788,0.279146761,0.130696848,0.455515563,1,high
E1,IID,7,horse,2,5,10,0.009584514,0.811298466,0.31183461,0.186635301,0.427016467,1,high
E1,IID,7,horse,3,5,10,0.007294232,0.810151625,0.200933535,0.144162476,0.281317055,1,high
E1,IID,7,horse,4,5,10,0.008710582,0.776674259,0.289008231,0.19193472,0.445408583,3,medium
E1,IID,7,horse,5,5,10,0.007772247,0.799322087,0.256795429,0.200927615,0.366467237,2,high
E1,IID,7,horse,6,5,10,0.007826099,0.805933309,0.305055639,0.219261855,0.380885988,1,high
E1,IID,7,horse,7,5,10,0.012062197,0.703527969,0.294750752,0.168162838,0.391414732,1,high
E1,IID,7,horse,8,5,10,0.00839643,0.851241034,0.225038084,0.180060685,0.266989112,1,high
E1,IID,7,horse,9,5,10,0.007956658,0.813412434,0.267739798,0.189743996,0.324835986,1,high
E1,IID,8,ship,0,5,10,0.013982822,0.638298994,0.331032649,0.190382034,0.433768719,1,medium
E1,IID,8,ship,1,5,10,0.009318271,0.653063893,0.228906386,0.172228009,0.263405532,1,medium
E1,IID,8,ship,2,5,10,0.015917662,0.617535377,0.228228807,0.17703791,0.260422915,2,medium
E1,IID,8,ship,3,5,10,0.021374378,0.577781218,0.343882985,0.233983949,0.505568266,2,medium
E1,IID,8,ship,4,5,10,0.010851157,0.71580646,0.217005949,0.161346912,0.266430855,1,high
E1,IID,8,ship,5,5,10,0.016504875,0.600840861,0.246198687,0.182981148,0.300013751,4,low
E1,IID,8,ship,6,5,10,0.014549263,0.696397281,0.199051939,0.134309649,0.230816036,1,medium
E1,IID,8,ship,7,5,10,0.018828065,0.537153533,0.279037945,0.22316359,0.357625961,3,medium
E1,IID,8,ship,8,5,10,0.016997832,0.610599458,0.282213238,0.173376843,0.419953167,1,medium
E1,IID,8,ship,9,5,10,0.008864926,0.654585725,0.205660727,0.124746822,0.241735965,1,medium
E1,IID,9,truck,0,5,10,0.016336036,0.693507415,0.240503328,0.177801192,0.277161479,1,medium
E1,IID,9,truck,1,5,10,0.008504938,0.73073656,0.277278113,0.215005577,0.363488644,1,high
E1,IID,9,truck,2,5,10,0.015606285,0.652583492,0.298787567,0.22074762,0.413174808,1,medium
E1,IID,9,truck,3,5,10,0.016821687,0.667536932,0.408014798,0.251310557,0.477818996,3,medium
E1,IID,9,truck,4,5,10,0.014244102,0.730233663,0.242235854,0.188158825,0.286860734,1,high
E1,IID,9,truck,5,5,10,0.011981288,0.685943139,0.310799968,0.227937609,0.421792924,1,medium
E1,IID,9,truck,6,5,10,0.012278672,0.744524747,0.228676727,0.188683867,0.28681013,3,medium
E1,IID,9,truck,7,5,10,0.007913037,0.723209029,0.290715808,0.213752642,0.382443011,1,high
E1,IID,9,truck,8,5,10,0.019098274,0.666950005,0.300658172,0.178631902,0.366523564,1,medium
E1,IID,9,truck,9,5,10,0.00819881,0.750142783,0.241281383,0.213290393,0.293677896,1,high
E2,Mild,0,airplane,0,5,10,0.010853598,0.610913289,0.40884718,0.303847969,0.548937976,1,medium
E2,Mild,0,airplane,1,5,10,0.023218644,0.477719101,0.415293273,0.376000106,0.450889081,4,low
E2,Mild,0,airplane,2,5,10,0.021923643,0.445221958,0.376833764,0.318652511,0.476902515,1,low
E2,Mild,0,airplane,3,5,10,0.008692753,0.652843297,0.391153538,0.281441748,0.502763093,1,medium
E2,Mild,0,airplane,4,5,10,0.015446998,0.66367414,0.297545251,0.263595909,0.338276893,1,medium
E2,Mild,0,airplane,5,5,10,0.009494938,0.685170794,0.427177173,0.334202886,0.495143235,1,medium
E2,Mild,0,airplane,6,5,10,0.016693817,0.657850981,0.419222325,0.353722095,0.478148341,1,medium
E2,Mild,0,airplane,7,5,10,0.005699294,0.741939533,0.363600707,0.233130902,0.556563199,1,high
E2,Mild,0,airplane,8,5,10,0.011391873,0.612034005,0.39905076,0.298174441,0.479097694,1,medium
E2,Mild,0,airplane,9,5,10,0.0246769,0.463387689,0.394078997,0.306195438,0.452605307,3,medium
E2,Mild,1,automobile,0,5,10,0.015180723,0.792237788,0.252269311,0.196622133,0.297186852,1,high
E2,Mild,1,automobile,1,5,10,0.008754116,0.813734138,0.288452634,0.194179699,0.411689609,1,high
E2,Mild,1,automobile,2,5,10,0.00751067,0.858592194,0.350326179,0.208332255,0.442739874,1,high
E2,Mild,1,automobile,3,5,10,0.007450802,0.85122838,0.317912056,0.243834868,0.394951552,2,high
E2,Mild,1,automobile,4,5,10,0.005815686,0.864786214,0.236402379,0.179728404,0.283969402,1,high
E2,Mild,1,automobile,5,5,10,0.008923501,0.825809342,0.276300856,0.236929119,0.304327279,1,high
E2,Mild,1,automobile,6,5,10,0.007004098,0.83458882,0.228484224,0.179806978,0.314532608,1,high
E2,Mild,1,automobile,7,5,10,0.012271446,0.769669896,0.277311735,0.191747785,0.356047153,1,high
E2,Mild,1,automobile,8,5,10,0.014459384,0.804737675,0.276133806,0.213510454,0.333445251,1,high
E2,Mild,1,automobile,9,5,10,0.008841046,0.823485428,0.303911106,0.18581371,0.359856099,1,high
E2,Mild,2,bird,0,5,10,0.01055451,0.749548709,0.259510159,0.214038402,0.310106069,1,high
E2,Mild,2,bird,1,5,10,0.019814651,0.615042561,0.374165614,0.188032731,0.501356065,2,medium
E2,Mild,2,bird,2,5,10,0.017076064,0.644005203,0.452100134,0.353816539,0.519104779,1,medium
E2,Mild,2,bird,3,5,10,0.027873853,0.538138089,0.369730648,0.230696827,0.504508495,1,medium
E2,Mild,2,bird,4,5,10,0.012231635,0.746785748,0.371722797,0.253446281,0.456973344,1,high
E2,Mild,2,bird,5,5,10,0.017635264,0.640352571,0.42911405,0.355351985,0.501522005,1,medium
E2,Mild,2,bird,6,5,10,0.015822682,0.65815171,0.383742785,0.264496297,0.522028089,1,medium
E2,Mild,2,bird,7,5,10,0.017607981,0.604946291,0.457803681,0.345655471,0.523830771,1,medium
E2,Mild,2,bird,8,5,10,0.012700389,0.739363319,0.252607417,0.204965577,0.299069941,1,high
E2,Mild,2,bird,9,5,10,0.01964548,0.618413472,0.304053059,0.248530835,0.389184594,3,medium
E2,Mild,3,cat,0,5,10,0.005939136,0.7824359,0.266127776,0.177267283,0.350452185,1,high
E2,Mild,3,cat,1,5,10,0.006885133,0.793284798,0.208449531,0.141253605,0.236187413,1,high
E2,Mild,3,cat,2,5,10,0.011839681,0.704919708,0.39935903,0.2960594,0.484583706,1,high
E2,Mild,3,cat,3,5,10,0.013957814,0.620439988,0.196312711,0.167064592,0.228235796,1,medium
E2,Mild,3,cat,4,5,10,0.00845738,0.801196271,0.256005807,0.196551636,0.302954733,1,high
E2,Mild,3,cat,5,5,10,0.01347367,0.681487298,0.221362454,0.177552372,0.247570425,1,medium
E2,Mild,3,cat,6,5,10,0.012763031,0.692211127,0.394255868,0.238196701,0.51494509,1,medium
E2,Mild,3,cat,7,5,10,0.004634625,0.880941963,0.190328729,0.151846781,0.249082088,1,high
E2,Mild,3,cat,8,5,10,0.00601276,0.794605023,0.256062241,0.209412754,0.307342589,1,high
E2,Mild,3,cat,9,5,10,0.006364066,0.786277539,0.220766567,0.169366255,0.253882289,1,high
E2,Mild,4,deer,0,5,10,0.033830474,0.499435872,0.292438553,0.241274804,0.337333322,4,low
E2,Mild,4,deer,1,5,10,0.008634655,0.808213133,0.273640756,0.211730689,0.349886745,1,high
E2,Mild,4,deer,2,5,10,0.023398882,0.562283021,0.258639662,0.190662518,0.328895211,1,medium
E2,Mild,4,deer,3,5,10,0.007662332,0.798377496,0.182034491,0.159723714,0.199301705,1,high
E2,Mild,4,deer,4,5,10,0.017375424,0.712849808,0.291022712,0.217832878,0.345299602,2,high
E2,Mild,4,deer,5,5,10,0.013623086,0.750154591,0.229367203,0.173712924,0.294287831,4,low
E2,Mild,4,deer,6,5,10,0.019762172,0.660266721,0.444319016,0.278896689,0.574839234,5,low
E2,Mild,4,deer,7,5,10,0.014317027,0.696675414,0.242344561,0.192127779,0.276340365,2,medium
E2,Mild,4,deer,8,5,10,0.047081238,0.422199315,0.328442356,0.28106451,0.395147234,4,low
E2,Mild,4,deer,9,5,10,0.009556492,0.806268632,0.239893661,0.189043641,0.287109166,1,high
E2,Mild,5,dog,0,5,10,0.019906547,0.668337518,0.536481595,0.461540788,0.658553958,1,medium
E2,Mild,5,dog,1,5,10,0.010401817,0.800965136,0.606416428,0.330007851,0.844459713,2,high
E2,Mild,5,dog,2,5,10,0.011419518,0.711350733,0.576846692,0.444471627,0.79786545,1,high
E2,Mild,5,dog,3,5,10,0.013646462,0.718760198,0.855783683,0.507178068,1.182386994,3,medium
E2,Mild,5,dog,4,5,10,0.019046502,0.608670926,0.68769663,0.52155745,0.856106102,1,medium
E2,Mild,5,dog,5,5,10,0.009746446,0.773238713,0.785578841,0.266110152,1.152118802,3,medium
E2,Mild,5,dog,6,5,10,0.011673634,0.7032529,0.643187839,0.524578631,0.724235475,1,high
E2,Mild,5,dog,7,5,10,0.013296368,0.687396729,0.94881357,0.524189234,1.296538472,3,medium
E2,Mild,5,dog,8,5,10,0.018191956,0.687902695,0.556549618,0.42383191,0.652966201,1,medium
E2,Mild,5,dog,9,5,10,0.010643173,0.774780136,0.69312363,0.305876523,1.058267236,3,medium
E2,Mild,6,frog,0,5,10,0.014164805,0.6731709,0.290930562,0.233002499,0.355642051,2,medium
E2,Mild,6,frog,1,5,10,0.016969519,0.664000118,0.435591042,0.286465824,0.589035928,1,medium
E2,Mild,6,frog,2,5,10,0.012111292,0.658860767,0.41591455,0.223172367,0.475520045,2,medium
E2,Mild,6,frog,3,5,10,0.022063749,0.574328172,0.42519004,0.230133653,0.566736341,2,medium
E2,Mild,6,frog,4,5,10,0.022339094,0.612668163,0.338731408,0.259903371,0.405567378,2,medium
E2,Mild,6,frog,5,5,10,0.011306729,0.75940935,0.228487441,0.18035835,0.269060433,2,high
E2,Mild,6,frog,6,5,10,0.021613916,0.642263687,0.295849308,0.221542031,0.399190277,3,medium
E2,Mild,6,frog,7,5,10,0.012533175,0.738454628,0.407615274,0.203289464,0.634309053,4,low
E2,Mild,6,frog,8,5,10,0.014717829,0.680442214,0.268758804,0.192995548,0.352886558,4,low
E2,Mild,6,frog,9,5,10,0.018691493,0.623954242,0.440675524,0.253725827,0.579793096,2,medium
E2,Mild,7,horse,0,5,10,0.012593451,0.780188054,0.361277291,0.292473584,0.441885024,1,high
E2,Mild,7,horse,1,5,10,0.008888565,0.829120773,0.242731994,0.185566679,0.312846303,1,high
E2,Mild,7,horse,2,5,10,0.015343145,0.784440958,0.402434966,0.242447913,0.520983696,2,high
E2,Mild,7,horse,3,5,10,0.015067813,0.720129442,0.470223424,0.366363198,0.536785245,1,high
E2,Mild,7,horse,4,5,10,0.011208548,0.660419434,0.389555582,0.25153029,0.484169811,1,medium
E2,Mild,7,horse,5,5,10,0.00856168,0.778541005,0.351208621,0.249375552,0.424726427,1,high
E2,Mild,7,horse,6,5,10,0.010473532,0.781435013,0.31195157,0.217127129,0.414130032,1,high
E2,Mild,7,horse,7,5,10,0.037223196,0.554464054,0.418686819,0.357141823,0.48287034,3,medium
E2,Mild,7,horse,8,5,10,0.01202938,0.764400649,0.437271303,0.263028115,0.516390145,1,high
E2,Mild,7,horse,9,5,10,0.008305391,0.828583038,0.224247077,0.186449021,0.249391675,1,high
E2,Mild,8,ship,0,5,10,0.022541843,0.611743867,0.314317417,0.228738129,0.416781515,1,medium
E2,Mild,8,ship,1,5,10,0.011771031,0.624806362,0.442057292,0.205092832,0.662407458,1,medium
E2,Mild,8,ship,2,5,10,0.014758508,0.547179574,0.522150517,0.286232024,0.721704721,1,medium
E2,Mild,8,ship,3,5,10,0.031568266,0.504877385,0.40093703,0.316920936,0.519884884,3,medium
E2,Mild,8,ship,4,5,10,0.008739117,0.746379256,0.213564181,0.186539009,0.248122007,1,high
E2,Mild,8,ship,5,5,10,0.040173604,0.449258444,0.389688835,0.295822889,0.531809568,3,low
E2,Mild,8,ship,6,5,10,0.016596691,0.599306095,0.387129973,0.237550184,0.576513827,2,medium
E2,Mild,8,ship,7,5,10,0.014137412,0.695558268,0.342526376,0.199731082,0.420361251,2,medium
E2,Mild,8,ship,8,5,10,0.021268963,0.643658113,0.300038661,0.233639181,0.37357083,4,low
E2,Mild,8,ship,9,5,10,0.01458231,0.571363157,0.541896769,0.35608685,0.721863925,1,medium
E2,Mild,9,truck,0,5,10,0.008078783,0.803875822,0.306690125,0.195872679,0.371245354,1,high
E2,Mild,9,truck,1,5,10,0.010860861,0.776748079,0.423141697,0.201809525,0.683877349,1,high
E2,Mild,9,truck,2,5,10,0.011838982,0.742135048,0.40656575,0.257930279,0.601615429,1,high
E2,Mild,9,truck,3,5,10,0.007466571,0.862252682,0.350207441,0.218543008,0.43773222,1,high
E2,Mild,9,truck,4,5,10,0.007619735,0.850865686,0.183339456,0.140166819,0.23212564,1,high
E2,Mild,9,truck,5,5,10,0.005735705,0.86245814,0.21101691,0.170482531,0.236691609,1,high
E2,Mild,9,truck,6,5,10,0.016833975,0.796287245,0.334571578,0.175607279,0.404993296,1,high
E2,Mild,9,truck,7,5,10,0.006218063,0.870548552,0.308914319,0.19988364,0.377211273,1,high
E2,Mild,9,truck,8,5,10,0.007916867,0.823157495,0.245520841,0.190377042,0.295105368,1,high
E2,Mild,9,truck,9,5,10,0.010211587,0.791974574,0.423095709,0.199245259,0.7282812,1,high
E3,Strong,0,airplane,0,5,10,0.023068776,0.650495631,0.285914326,0.148328394,0.439768285,1,medium
E3,Strong,0,airplane,1,5,10,0.010098994,0.728868586,0.21481649,0.164393321,0.273889482,1,high
E3,Strong,0,airplane,2,5,10,0.022163246,0.534880233,0.286933863,0.173933908,0.456474662,2,medium
E3,Strong,0,airplane,3,5,10,0.030617328,0.488207883,0.449294955,0.275618702,0.730517268,3,medium
E3,Strong,0,airplane,4,5,10,0.015965759,0.639244515,0.251994206,0.211422086,0.298336685,1,medium
E3,Strong,0,airplane,5,5,10,0.010566611,0.59398374,0.275537293,0.14782013,0.444220036,1,medium
E3,Strong,0,airplane,6,5,10,0.008733813,0.625453383,0.238091634,0.16105248,0.280930132,1,medium
E3,Strong,0,airplane,7,5,10,0.008662046,0.633097386,0.488745467,0.249121889,0.684193969,1,medium
E3,Strong,0,airplane,8,5,10,0.024600294,0.623518854,0.299894029,0.221228331,0.351311713,2,medium
E3,Strong,0,airplane,9,5,10,0.009475379,0.7319462,0.221148582,0.146388471,0.293800265,1,high
E3,Strong,1,automobile,0,5,10,0.005510598,0.850312871,0.16128808,0.10220249,0.20020546,1,high
E3,Strong,1,automobile,1,5,10,0.006554123,0.848909533,0.152136721,0.131345436,0.194121033,1,high
E3,Strong,1,automobile,2,5,10,0.005968975,0.848338068,0.17794124,0.14507328,0.218893811,1,high
E3,Strong,1,automobile,3,5,10,0.005985916,0.880225796,0.131540207,0.098427743,0.172159955,1,high
E3,Strong,1,automobile,4,5,10,0.007136956,0.835018194,0.240529954,0.140507624,0.312481463,1,high
E3,Strong,1,automobile,5,5,10,0.00826831,0.798649764,0.191952735,0.160271168,0.23308222,1,high
E3,Strong,1,automobile,6,5,10,0.004762361,0.869882816,0.127447465,0.098181382,0.163968891,1,high
E3,Strong,1,automobile,7,5,10,0.006049891,0.831561738,0.198093018,0.094871908,0.279979855,2,high
E3,Strong,1,automobile,8,5,10,0.005624282,0.854965532,0.173085697,0.129332423,0.228340775,1,high
E3,Strong,1,automobile,9,5,10,0.006388917,0.849119842,0.16748562,0.111036353,0.207313359,1,high
E3,Strong,2,bird,0,5,10,0.007571894,0.788450706,0.218701492,0.11333143,0.278084069,1,high
E3,Strong,2,bird,1,5,10,0.00868201,0.765168273,0.20802172,0.148186803,0.314995557,1,high
E3,Strong,2,bird,2,5,10,0.009819723,0.751962304,0.166098858,0.103554532,0.227264032,1,high
E3,Strong,2,bird,3,5,10,0.009821831,0.745120913,0.136025083,0.070288382,0.201321349,1,high
E3,Strong,2,bird,4,5,10,0.014765853,0.639730781,0.188956995,0.160285205,0.209653839,1,medium
E3,Strong,2,bird,5,5,10,0.010886867,0.689491665,0.175665022,0.12537995,0.21529834,1,medium
E3,Strong,2,bird,6,5,10,0.013038999,0.672220218,0.336548058,0.112977795,0.587134123,1,medium
E3,Strong,2,bird,7,5,10,0.004684943,0.847684079,0.15911188,0.10140422,0.192702174,1,high
E3,Strong,2,bird,8,5,10,0.007325593,0.793034607,0.214314049,0.111324765,0.310400605,1,high
E3,Strong,2,bird,9,5,10,0.008602545,0.754343641,0.178963272,0.131606042,0.220584944,1,high
E3,Strong,3,cat,0,5,10,0.003736179,0.861667919,0.151690039,0.126831055,0.1823484,1,high
E3,Strong,3,cat,1,5,10,0.004900844,0.743943053,0.281315079,0.222900435,0.331198812,1,high
E3,Strong,3,cat,2,5,10,0.007016931,0.819938737,0.184695829,0.145206377,0.223862424,1,high
E3,Strong,3,cat,3,5,10,0.006459514,0.798891807,0.170290709,0.087233454,0.238989875,2,high
E3,Strong,3,cat,4,5,10,0.010751651,0.711784357,0.251771609,0.151329264,0.292782247,1,high
E3,Strong,3,cat,5,5,10,0.024364929,0.635205054,0.274238031,0.184572428,0.363256246,2,medium
E3,Strong,3,cat,6,5,10,0.005563326,0.803640908,0.258736546,0.159179062,0.32994175,1,high
E3,Strong,3,cat,7,5,10,0.0086932,0.757965821,0.182605326,0.091325,0.289051384,1,high
E3,Strong,3,cat,8,5,10,0.004202902,0.854010135,0.185670143,0.138368443,0.218420267,1,high
E3,Strong,3,cat,9,5,10,0.005052484,0.707186913,0.284182824,0.189346731,0.3596991,1,high
E3,Strong,4,deer,0,5,10,0.01298736,0.695596391,0.353411238,0.20972316,0.559735179,1,medium
E3,Strong,4,deer,1,5,10,0.006003291,0.651052874,0.2080548,0.114931092,0.243021667,1,medium
E3,Strong,4,deer,2,5,10,0.008378312,0.807604378,0.158684758,0.106272548,0.245806783,1,high
E3,Strong,4,deer,3,5,10,0.009941437,0.806844628,0.187507472,0.118834861,0.279454857,1,high
E3,Strong,4,deer,4,5,10,0.017005037,0.600885022,0.364225107,0.207977057,0.525295675,2,medium
E3,Strong,4,deer,5,5,10,0.011632313,0.712675679,0.283284368,0.180350259,0.418793857,1,high
E3,Strong,4,deer,6,5,10,0.007975613,0.762435919,0.255460192,0.167167127,0.319854558,1,high
E3,Strong,4,deer,7,5,10,0.006587629,0.754929394,0.321660547,0.215559259,0.499273062,1,high
E3,Strong,4,deer,8,5,10,0.014755272,0.685612583,0.385670491,0.209812343,0.543286979,1,medium
E3,Strong,4,deer,9,5,10,0.007136275,0.680581129,0.197586541,0.126036853,0.251875639,1,medium
E3,Strong,5,dog,0,5,10,0.006140919,0.811061454,0.153472335,0.12494538,0.182304814,1,high
E3,Strong,5,dog,1,5,10,0.005946178,0.837650269,0.18210744,0.147795707,0.219977871,1,high
E3,Strong,5,dog,2,5,10,0.005376487,0.832663256,0.225902139,0.156572297,0.29004702,1,high
E3,Strong,5,dog,3,5,10,0.006799796,0.803942674,0.172944586,0.125619441,0.226443633,1,high
E3,Strong,5,dog,4,5,10,0.011249062,0.79009093,0.351115555,0.219182,0.477827519,1,high
E3,Strong,5,dog,5,5,10,0.008815208,0.790217221,0.226872542,0.116603144,0.313500404,1,high
E3,Strong,5,dog,6,5,10,0.006872222,0.811349535,0.214163493,0.136170149,0.342647821,1,high
E3,Strong,5,dog,7,5,10,0.00470272,0.847079778,0.189001913,0.14149636,0.231401235,1,high
E3,Strong,5,dog,8,5,10,0.007151627,0.780514991,0.196997567,0.138640717,0.277601451,1,high
E3,Strong,5,dog,9,5,10,0.006336533,0.831343627,0.201110555,0.137797669,0.26428023,1,high
E3,Strong,6,frog,0,5,10,0.023922399,0.512966028,0.174637666,0.126149401,0.211770013,2,medium
E3,Strong,6,frog,1,5,10,0.019673658,0.577608591,0.24709325,0.18008092,0.302133232,3,medium
